PersonID,FinancialID,Income,Credit_Score,Loan_Amount,Loan_Purpose,Employment_Status,Years_at_Current_Job,Payment_History,Debt-to-Income_Ratio_(%),Assets_Value,Previous_Defaults,Risk_Rating,,,,
8015,8015,58549,659,23038,Personal,Employed,4,Good,40,72896,2,Low,,,,
8016,8016,69691,699,27450,Business,Self-employed,10,Poor,10,226596,2,Low,,,,
8017,8017,88008,797,35115,Auto,Employed,17,Fair,14,148992,3,Low,,,,
8018,8018,67965,626,29568,Home,Unemployed,2,Good,37,273236,2,Medium,,,,
8019,8019,54635,671,33806,Auto,Unemployed,5,Good,34,242227,4,Medium,,,,
8020,8020,106113,716,33646,Home,Unemployed,7,Poor,36,209124,2,Medium,,,,
8021,8021,96368,619,39673,Business,Self-employed,5,Excellent,46,63745,3,Medium,,,,
8022,8022,69933,602,49753,Personal,Employed,7,Excellent,39,92672,4,Low,,,,
8023,8023,25432,699,10455,Auto,Unemployed,0,Excellent,55,191457,3,Low,,,,
8024,8024,77013,661,24752,Personal,Unemployed,6,Poor,44,79844,3,Low,,,,
8025,8025,25728,716,26366,Business,Employed,8,Good,24,116892,2,Low,,,,
8026,8026,85063,730,48623,Home,Unemployed,13,Excellent,15,26725,1,Low,,,,
8027,8027,102579,658,24667,Auto,Self-employed,11,Good,23,159741,1,Low,,,,
8028,8028,65489,755,29809,Business,Unemployed,14,Poor,33,55438,1,Low,,,,
8029,8029,94362,699,34903,Personal,Unemployed,7,Fair,42,22703,3,Low,,,,
8030,8030,82197,699,40569,Business,Employed,7,Good,42,245206,2,Low,,,,
8031,8031,49715,767,23203,Auto,Self-employed,7,Excellent,20,74569,4,Low,,,,
8032,8032,116123,648,45496,Auto,Self-employed,13,Poor,35,61174,2,High,,,,
8033,8033,69979,767,45200,Auto,Self-employed,17,Poor,57,113448,3,Low,,,,
8034,8034,63888,753,12374,Home,Unemployed,1,Excellent,31,88471,2,Low,,,,
8035,8035,69933,699,32231,Auto,Employed,13,Good,23,286658,1,High,,,,
8036,8036,32767,699,40846,Auto,Self-employed,1,Good,35,93263,2,High,,,,
8037,8037,69933,693,28632,Auto,Employed,1,Excellent,54,269966,3,Medium,,,,
8038,8038,41971,699,41793,Home,Self-employed,5,Fair,34,159741,1,Low,,,,
8039,8039,28983,663,19379,Business,Self-employed,17,Fair,59,159741,1,Low,,,,
8040,8040,50215,741,18918,Personal,Employed,0,Fair,50,245112,4,Low,,,,
8041,8041,69933,671,23778,Home,Self-employed,0,Fair,35,256953,4,Low,,,,
8042,8042,38220,692,34712,Business,Unemployed,16,Good,44,93138,1,Medium,,,,
8043,8043,21225,621,49695,Home,Employed,4,Fair,13,292530,4,Low,,,,
8044,8044,87713,636,13066,Business,Employed,16,Fair,58,176528,4,Low,,,,
8045,8045,69506,609,12148,Home,Employed,12,Fair,26,45984,4,Medium,,,,
8046,8046,110121,642,27450,Home,Unemployed,8,Excellent,33,22770,1,Medium,,,,
8047,8047,99787,748,12854,Home,Self-employed,16,Good,13,155756,4,High,,,,
8048,8048,26125,720,22692,Auto,Unemployed,9,Good,33,159741,3,Low,,,,
8049,8049,40045,699,19416,Business,Unemployed,0,Good,60,90816,2,Medium,,,,
8050,8050,112689,629,46164,Business,Self-employed,9,Fair,37,284534,0,Low,,,,
8051,8051,119341,658,24131,Auto,Unemployed,17,Fair,11,200399,3,Low,,,,
8052,8052,77357,663,27297,Auto,Employed,18,Poor,44,173460,3,Medium,,,,
8053,8053,73516,673,21969,Business,Employed,6,Fair,34,122271,2,Medium,,,,
8054,8054,83103,780,24311,Personal,Employed,9,Poor,59,122300,2,Low,,,,
8055,8055,49369,629,40069,Home,Self-employed,17,Excellent,25,141081,3,Low,,,,
8056,8056,78491,712,25735,Business,Self-employed,19,Fair,32,161845,1,High,,,,
8057,8057,89647,769,18845,Personal,Self-employed,14,Good,36,212788,3,High,,,,
8058,8058,69933,609,33277,Business,Employed,7,Excellent,14,65412,3,Low,,,,
8059,8059,24125,653,33618,Home,Unemployed,11,Good,41,161008,4,High,,,,
8060,8060,97199,757,27450,Home,Self-employed,19,Excellent,38,189661,4,Low,,,,
8061,8061,108754,751,10490,Personal,Employed,14,Good,16,260896,0,Low,,,,
8062,8062,84108,625,31889,Personal,Employed,16,Good,59,155090,0,High,,,,
8063,8063,36878,633,38022,Auto,Self-employed,17,Excellent,15,194745,2,Low,,,,
8064,8064,111049,753,19647,Business,Unemployed,10,Excellent,49,248678,1,Low,,,,
8065,8065,25293,699,40950,Business,Employed,17,Good,25,90123,4,High,,,,
8066,8066,104482,699,49189,Business,Employed,4,Fair,49,138168,0,Low,,,,
8067,8067,102558,699,7921,Home,Employed,2,Excellent,25,88089,2,Medium,,,,
8068,8068,67659,639,45777,Business,Employed,0,Good,36,56429,4,Low,,,,
8069,8069,69933,626,27450,Personal,Unemployed,10,Good,20,56924,4,Low,,,,
8070,8070,78824,628,24617,Home,Unemployed,15,Good,15,80489,4,Medium,,,,
8071,8071,69933,706,10753,Home,Self-employed,15,Fair,31,42838,0,Low,,,,
8072,8072,46875,691,29358,Personal,Self-employed,2,Excellent,52,65027,2,Low,,,,
8073,8073,39369,681,5257,Business,Self-employed,7,Good,19,134987,0,Low,,,,
8074,8074,30760,763,25891,Business,Unemployed,8,Excellent,11,199632,4,Low,,,,
8075,8075,104971,682,15364,Business,Self-employed,5,Excellent,44,76987,1,Medium,,,,
8076,8076,56434,609,47010,Home,Employed,4,Poor,42,197500,0,Medium,,,,
8077,8077,65302,613,38293,Home,Unemployed,8,Good,12,112225,4,Low,,,,
8078,8078,20765,699,44299,Business,Self-employed,15,Fair,41,70050,0,Low,,,,
8079,8079,69933,702,27450,Home,Self-employed,0,Excellent,44,115093,0,High,,,,
8080,8080,119919,660,27450,Personal,Self-employed,14,Excellent,19,284389,3,Low,,,,
8081,8081,60134,737,6724,Business,Unemployed,8,Excellent,28,144534,3,Low,,,,
8082,8082,29304,755,9147,Personal,Unemployed,17,Poor,23,102582,1,Low,,,,
8083,8083,28070,610,18239,Personal,Self-employed,18,Fair,35,256441,2,Low,,,,
8084,8084,69933,767,6680,Home,Self-employed,16,Excellent,20,265562,2,Medium,,,,
8085,8085,41348,716,6884,Business,Unemployed,7,Poor,45,159741,4,Low,,,,
8086,8086,69933,622,24058,Auto,Employed,14,Poor,21,57947,3,Low,,,,
8087,8087,111250,672,44508,Business,Unemployed,5,Fair,49,251302,4,Low,,,,
8088,8088,33372,651,10352,Personal,Unemployed,12,Poor,55,168999,0,Low,,,,
8089,8089,51301,611,20744,Auto,Unemployed,8,Fair,28,81486,3,Medium,,,,
8090,8090,22821,739,48027,Personal,Unemployed,7,Good,32,40999,1,Low,,,,
8091,8091,35213,753,14942,Auto,Employed,0,Poor,59,286737,2,High,,,,
8092,8092,41529,671,45327,Business,Self-employed,16,Excellent,23,163080,4,Low,,,,
8093,8093,60658,776,12257,Auto,Unemployed,9,Poor,32,159741,3,Low,,,,
8094,8094,69933,719,21232,Personal,Employed,10,Poor,22,247013,3,Low,,,,
8095,8095,25681,763,44043,Home,Unemployed,16,Excellent,36,248369,0,Low,,,,
8096,8096,30236,766,10557,Home,Employed,7,Good,38,105301,3,Low,,,,
8097,8097,37465,784,47262,Home,Unemployed,9,Good,37,159741,1,Low,,,,
8098,8098,113396,773,23951,Business,Self-employed,17,Good,58,32446,3,Low,,,,
8099,8099,92706,636,15734,Home,Self-employed,11,Poor,48,86705,3,Medium,,,,
8100,8100,94974,658,26531,Personal,Employed,6,Fair,35,159741,1,Low,,,,
8101,8101,34426,649,26515,Home,Employed,4,Good,59,275225,0,Medium,,,,
8102,8102,69933,668,44029,Home,Employed,13,Excellent,17,159741,0,Medium,,,,
8103,8103,41400,625,14479,Auto,Self-employed,15,Good,59,159741,3,High,,,,
8104,8104,84669,777,27450,Personal,Unemployed,1,Good,45,119771,0,Medium,,,,
8105,8105,40578,746,29553,Personal,Unemployed,4,Fair,12,159741,2,High,,,,
8106,8106,32155,649,26634,Personal,Self-employed,7,Excellent,21,106263,4,Medium,,,,
8107,8107,39622,634,27450,Auto,Unemployed,15,Poor,17,159741,2,Low,,,,
8108,8108,98033,700,5815,Home,Self-employed,3,Fair,26,159741,2,Medium,,,,
8109,8109,92805,670,13333,Home,Self-employed,14,Good,57,45951,3,Low,,,,
8110,8110,65643,600,26014,Home,Self-employed,13,Fair,38,221986,2,Low,,,,
8111,8111,35161,770,36785,Business,Self-employed,11,Poor,53,167025,4,Medium,,,,
8112,8112,43238,627,46353,Home,Self-employed,16,Good,35,159741,0,Low,,,,
8113,8113,50134,747,43468,Auto,Employed,14,Fair,40,81124,1,Medium,,,,
8114,8114,48390,683,23018,Business,Unemployed,12,Fair,45,192224,0,Low,,,,
8115,8115,44256,768,11882,Personal,Self-employed,4,Excellent,11,33094,2,Low,,,,
8116,8116,95017,711,21270,Home,Self-employed,13,Excellent,41,244404,0,Low,,,,
8117,8117,57548,690,22624,Auto,Unemployed,9,Good,30,96901,4,High,,,,
8118,8118,103301,699,36643,Personal,Self-employed,2,Good,19,28313,0,Low,,,,
8119,8119,90831,619,41021,Auto,Self-employed,17,Excellent,34,186589,1,Low,,,,
8120,8120,81321,635,20942,Business,Self-employed,7,Fair,32,227953,3,Low,,,,
8121,8121,114302,666,32502,Auto,Unemployed,7,Fair,35,180162,3,Low,,,,
8122,8122,47425,634,47086,Home,Self-employed,16,Fair,28,159741,3,Low,,,,
8123,8123,104351,612,21727,Auto,Unemployed,15,Poor,12,202454,2,High,,,,
8124,8124,103000,673,46382,Personal,Self-employed,19,Fair,39,43600,2,Low,,,,
8125,8125,69933,643,27450,Personal,Employed,1,Poor,53,191301,2,Low,,,,
8126,8126,69933,714,32080,Personal,Self-employed,11,Poor,49,250757,2,Low,,,,
8127,8127,40543,699,29107,Home,Employed,4,Poor,45,159741,2,Low,,,,
8128,8128,69581,738,8808,Personal,Unemployed,2,Fair,32,159741,1,Low,,,,
8129,8129,83887,609,12070,Business,Unemployed,10,Poor,46,102309,2,Medium,,,,
8130,8130,95828,601,7345,Personal,Employed,10,Fair,35,159741,4,Low,,,,
8131,8131,62192,731,27450,Home,Self-employed,1,Poor,15,42888,3,Low,,,,
8132,8132,104511,642,18562,Business,Employed,7,Fair,38,234977,1,Low,,,,
8133,8133,44689,732,19574,Auto,Unemployed,1,Good,60,159741,4,Medium,,,,
8134,8134,65310,701,5061,Personal,Employed,17,Good,40,43258,3,Low,,,,
8135,8135,69933,756,24906,Home,Unemployed,4,Fair,50,210283,1,Medium,,,,
8136,8136,59599,621,23411,Business,Self-employed,2,Poor,49,202159,0,Low,,,,
8137,8137,74431,699,27450,Home,Self-employed,18,Poor,33,238034,0,Low,,,,
8138,8138,64470,674,5138,Personal,Self-employed,13,Good,29,236143,4,Low,,,,
8139,8139,105865,784,38726,Home,Unemployed,12,Poor,31,212944,3,Low,,,,
8140,8140,69933,664,9633,Auto,Unemployed,14,Excellent,44,253201,0,Low,,,,
8141,8141,48410,667,25513,Auto,Unemployed,11,Poor,23,129264,2,Low,,,,
8142,8142,69933,706,27692,Personal,Self-employed,8,Poor,52,219011,3,Medium,,,,
8143,8143,108075,699,33187,Home,Unemployed,10,Poor,29,28294,2,Low,,,,
8144,8144,60285,671,20759,Home,Employed,8,Fair,23,48885,2,High,,,,
8145,8145,60478,699,39924,Business,Self-employed,12,Fair,50,232070,1,Low,,,,
8146,8146,69933,796,14215,Home,Employed,0,Poor,44,159741,1,Medium,,,,
8147,8147,69933,718,16741,Home,Unemployed,5,Excellent,38,259651,2,Low,,,,
8148,8148,68671,699,24529,Personal,Employed,11,Excellent,16,159741,0,Low,,,,
8149,8149,56176,699,8245,Personal,Self-employed,16,Fair,26,73042,4,Medium,,,,
8150,8150,70139,640,33240,Business,Self-employed,18,Excellent,37,159741,2,High,,,,
8151,8151,105697,699,27450,Personal,Self-employed,11,Poor,48,131524,2,Medium,,,,
8152,8152,69933,607,11957,Personal,Unemployed,16,Poor,33,132064,0,Medium,,,,
8153,8153,69933,699,13527,Auto,Unemployed,9,Good,25,148637,2,Medium,,,,
8154,8154,51051,675,8334,Home,Employed,17,Fair,41,227005,3,High,,,,
8155,8155,92126,681,27450,Personal,Self-employed,11,Fair,57,159741,2,Medium,,,,
8156,8156,111404,707,48093,Home,Self-employed,12,Excellent,59,239315,2,Low,,,,
8157,8157,69933,716,19433,Personal,Unemployed,8,Fair,23,215207,3,Low,,,,
8158,8158,28330,630,27450,Personal,Unemployed,6,Good,14,67342,3,Low,,,,
8159,8159,89690,705,28065,Auto,Employed,18,Excellent,26,204416,3,Low,,,,
8160,8160,78989,646,12772,Auto,Unemployed,19,Excellent,30,118200,1,High,,,,
8161,8161,70420,620,9960,Personal,Unemployed,7,Poor,28,122188,0,Low,,,,
8162,8162,94492,742,29646,Home,Unemployed,2,Poor,36,156852,4,Low,,,,
8163,8163,68709,744,30632,Auto,Self-employed,5,Good,19,259405,0,Low,,,,
8164,8164,113018,694,22528,Auto,Self-employed,2,Excellent,14,105155,1,Low,,,,
8165,8165,67553,724,46063,Home,Unemployed,2,Good,11,159741,2,Medium,,,,
8166,8166,28738,604,27450,Auto,Unemployed,6,Poor,20,294311,2,Medium,,,,
8167,8167,91445,658,27450,Personal,Self-employed,1,Good,22,266111,2,Medium,,,,
8168,8168,113196,681,27450,Home,Employed,7,Fair,33,285249,3,Medium,,,,
8169,8169,69933,635,27450,Business,Unemployed,0,Poor,59,102749,2,Medium,,,,
8170,8170,69933,776,25155,Business,Employed,14,Poor,38,130775,1,Low,,,,
8171,8171,109848,699,8148,Business,Unemployed,8,Fair,54,252253,2,Low,,,,
8172,8172,119379,758,26586,Personal,Unemployed,14,Good,49,192810,3,Medium,,,,
8173,8173,80360,638,12945,Home,Unemployed,0,Good,53,155174,2,Low,,,,
8174,8174,24099,652,27450,Personal,Employed,12,Fair,51,272658,0,Medium,,,,
8175,8175,44172,772,44286,Home,Employed,19,Poor,13,88779,3,High,,,,
8176,8176,112643,632,49077,Auto,Unemployed,18,Poor,13,52666,3,Low,,,,
8177,8177,74249,749,27022,Home,Employed,1,Good,28,159741,2,Medium,,,,
8178,8178,63968,720,14299,Personal,Unemployed,18,Poor,48,164833,2,Low,,,,
8179,8179,39039,699,26026,Home,Unemployed,15,Good,28,231509,4,High,,,,
8180,8180,45823,752,12896,Home,Unemployed,1,Good,54,159741,1,Low,,,,
8181,8181,86008,797,27450,Personal,Self-employed,13,Good,14,93529,1,Low,,,,
8182,8182,21979,704,32161,Auto,Unemployed,4,Poor,52,267225,0,Low,,,,
8183,8183,115941,657,15859,Home,Self-employed,11,Fair,43,159741,3,Medium,,,,
8184,8184,51232,757,28361,Auto,Self-employed,15,Good,15,98999,4,Medium,,,,
8185,8185,47002,706,27450,Home,Self-employed,14,Fair,37,127228,3,Low,,,,
8186,8186,50480,688,39797,Personal,Self-employed,8,Excellent,47,216161,0,Low,,,,
8187,8187,33760,699,27450,Auto,Unemployed,5,Good,26,91424,0,Medium,,,,
8188,8188,109241,713,15769,Auto,Unemployed,3,Good,44,243421,2,Low,,,,
8189,8189,72383,637,43088,Personal,Unemployed,4,Excellent,58,159741,2,Medium,,,,
8190,8190,24334,760,21202,Home,Unemployed,13,Good,22,66813,2,Medium,,,,
8191,8191,82239,783,6968,Business,Self-employed,8,Excellent,34,159741,0,Low,,,,
8192,8192,82167,722,46391,Auto,Self-employed,8,Poor,45,159741,3,Low,,,,
8193,8193,99031,701,38645,Auto,Unemployed,12,Fair,59,27590,2,Low,,,,
8194,8194,103608,643,47913,Auto,Self-employed,13,Excellent,24,48579,3,Low,,,,
8195,8195,60797,697,17248,Auto,Unemployed,18,Good,14,66499,0,High,,,,
8196,8196,69933,699,27450,Home,Employed,5,Excellent,13,114439,0,Low,,,,
8197,8197,34199,620,15921,Auto,Self-employed,8,Fair,60,217020,2,Medium,,,,
8198,8198,49190,699,27450,Personal,Employed,16,Good,58,291240,4,Low,,,,
8199,8199,69933,719,6521,Home,Unemployed,5,Fair,31,72560,0,Low,,,,
8200,8200,74515,711,23961,Business,Employed,12,Fair,56,193579,2,Low,,,,
8201,8201,87807,693,8591,Auto,Employed,0,Poor,24,257746,0,Low,,,,
8202,8202,104475,699,33131,Personal,Self-employed,10,Poor,32,259204,0,High,,,,
8203,8203,102060,778,20908,Personal,Unemployed,3,Fair,48,159741,1,Low,,,,
8204,8204,94798,699,27450,Home,Self-employed,0,Good,12,159741,4,Medium,,,,
8205,8205,61911,733,33283,Personal,Self-employed,11,Good,11,267106,1,Low,,,,
8206,8206,116359,773,27450,Business,Unemployed,7,Poor,15,126107,4,Low,,,,
8207,8207,82327,646,45828,Business,Self-employed,15,Fair,40,272732,1,Medium,,,,
8208,8208,117119,639,11917,Auto,Self-employed,17,Fair,26,204968,3,Medium,,,,
8209,8209,48767,763,5230,Home,Unemployed,16,Good,25,159741,1,Low,,,,
8210,8210,82993,699,38279,Personal,Self-employed,2,Good,15,164539,0,High,,,,
8211,8211,55500,699,17566,Personal,Self-employed,8,Poor,26,237510,2,Medium,,,,
8212,8212,113593,729,30381,Auto,Unemployed,0,Good,14,105162,1,Medium,,,,
8213,8213,69933,751,26153,Business,Employed,2,Good,55,134766,2,Low,,,,
8214,8214,20721,670,33560,Business,Unemployed,14,Fair,25,159741,2,Medium,,,,
8215,8215,113479,785,13307,Auto,Self-employed,6,Good,12,26473,2,High,,,,
8216,8216,79151,699,18081,Personal,Employed,17,Excellent,43,273083,2,Medium,,,,
8217,8217,94822,699,27450,Personal,Employed,4,Excellent,45,212919,3,Low,,,,
8218,8218,69933,699,25863,Personal,Unemployed,9,Good,33,88228,4,Low,,,,
8219,8219,69933,614,34439,Auto,Employed,17,Excellent,40,40403,0,Low,,,,
8220,8220,77584,720,43834,Business,Self-employed,1,Good,48,26592,2,Medium,,,,
8221,8221,78940,727,16438,Home,Employed,18,Fair,35,141512,2,Low,,,,
8222,8222,84990,779,31365,Personal,Employed,8,Poor,12,148430,3,Medium,,,,
8223,8223,69933,625,27450,Home,Unemployed,5,Fair,39,159741,0,Low,,,,
8224,8224,69933,715,23017,Business,Employed,11,Fair,33,261723,2,Low,,,,
8225,8225,109196,655,18832,Personal,Employed,14,Poor,26,159741,3,Low,,,,
8226,8226,96737,699,43885,Personal,Unemployed,8,Good,43,265343,2,Low,,,,
8227,8227,22355,699,12852,Auto,Employed,9,Good,24,82764,3,Medium,,,,
8228,8228,83123,685,30981,Home,Employed,10,Excellent,33,241771,0,Low,,,,
8229,8229,113847,787,5065,Auto,Unemployed,8,Fair,30,140376,2,Low,,,,
8230,8230,74800,699,47058,Business,Unemployed,14,Good,58,215220,1,Low,,,,
8231,8231,105447,600,34577,Personal,Unemployed,1,Excellent,55,289941,2,Low,,,,
8232,8232,97355,699,17946,Home,Unemployed,5,Excellent,38,165420,1,Medium,,,,
8233,8233,69933,647,43262,Auto,Self-employed,3,Poor,14,117982,0,Low,,,,
8234,8234,74795,640,27450,Personal,Self-employed,18,Poor,38,241964,3,Low,,,,
8235,8235,29216,699,43291,Personal,Unemployed,17,Poor,40,159741,1,Medium,,,,
8236,8236,102951,760,39047,Auto,Self-employed,12,Fair,21,159741,1,Low,,,,
8237,8237,88157,682,13488,Auto,Unemployed,6,Poor,20,159741,1,Medium,,,,
8238,8238,69933,651,27450,Business,Unemployed,2,Fair,44,215849,3,Medium,,,,
8239,8239,25462,644,13293,Personal,Employed,14,Good,56,159741,0,Low,,,,
8240,8240,118075,642,10846,Personal,Self-employed,7,Poor,29,22056,1,Low,,,,
8241,8241,103301,756,33897,Home,Employed,2,Excellent,50,159741,1,Medium,,,,
8242,8242,69933,626,20064,Auto,Employed,14,Good,43,188644,3,Low,,,,
8243,8243,82286,753,27450,Business,Unemployed,15,Excellent,36,263309,2,Low,,,,
8244,8244,104291,797,23975,Personal,Employed,9,Excellent,48,268551,2,Medium,,,,
8245,8245,28556,692,13479,Business,Unemployed,1,Fair,50,114085,2,High,,,,
8246,8246,99382,785,27368,Home,Unemployed,18,Poor,27,280798,2,Low,,,,
8247,8247,92439,731,38186,Auto,Unemployed,2,Poor,44,22774,2,Low,,,,
8248,8248,93916,761,21257,Home,Employed,8,Poor,51,202114,1,Low,,,,
8249,8249,109017,793,13806,Home,Unemployed,4,Excellent,56,131879,3,Medium,,,,
8250,8250,69933,676,27450,Business,Unemployed,9,Poor,46,258915,3,Low,,,,
8251,8251,88582,690,17146,Home,Employed,16,Good,31,53996,2,Low,,,,
8252,8252,29290,735,47903,Auto,Self-employed,7,Poor,43,288207,1,Low,,,,
8253,8253,27750,615,5051,Auto,Unemployed,19,Poor,53,159741,3,Low,,,,
8254,8254,98183,668,27450,Auto,Employed,2,Fair,30,60675,2,Medium,,,,
8255,8255,51812,772,15100,Personal,Unemployed,7,Poor,42,159741,0,Medium,,,,
8256,8256,52252,702,27450,Home,Unemployed,7,Excellent,54,280696,4,Low,,,,
8257,8257,50921,790,27450,Home,Employed,6,Poor,43,159741,3,Low,,,,
8258,8258,69933,679,41866,Personal,Employed,4,Poor,33,99712,4,Low,,,,
8259,8259,45906,612,27450,Auto,Employed,6,Good,34,145103,2,Low,,,,
8260,8260,89072,773,7923,Home,Unemployed,6,Poor,37,72653,1,Low,,,,
8261,8261,69933,718,10685,Auto,Self-employed,6,Excellent,54,65662,3,Low,,,,
8262,8262,27235,642,49765,Home,Self-employed,19,Poor,12,159741,1,Low,,,,
8263,8263,107404,699,22321,Business,Unemployed,12,Poor,48,159741,2,Low,,,,
8264,8264,62974,601,22827,Business,Self-employed,5,Good,30,207787,4,Low,,,,
8265,8265,25834,779,39600,Personal,Self-employed,2,Fair,43,183773,2,Medium,,,,
8266,8266,101136,772,34888,Auto,Employed,11,Poor,50,114090,1,Low,,,,
8267,8267,77822,660,27450,Personal,Self-employed,4,Good,45,260496,0,High,,,,
8268,8268,72268,613,14863,Business,Self-employed,15,Excellent,32,279136,1,Low,,,,
8269,8269,54854,699,7422,Auto,Employed,6,Poor,57,293471,2,Low,,,,
8270,8270,35396,788,41782,Business,Employed,14,Excellent,32,297636,2,Medium,,,,
8271,8271,90342,774,20286,Home,Self-employed,1,Good,52,91941,0,Medium,,,,
8272,8272,50580,699,5559,Auto,Employed,17,Poor,54,42910,1,Low,,,,
8273,8273,85950,621,27450,Home,Self-employed,2,Excellent,57,136499,2,Low,,,,
8274,8274,66947,774,23136,Personal,Employed,15,Fair,23,286638,2,Low,,,,
8275,8275,44956,699,22412,Home,Self-employed,7,Poor,34,95341,3,Low,,,,
8276,8276,96557,611,28231,Auto,Employed,13,Good,47,57656,0,Medium,,,,
8277,8277,92123,694,40536,Home,Employed,11,Good,13,45160,0,Low,,,,
8278,8278,69933,719,37530,Home,Unemployed,11,Good,14,172249,4,Low,,,,
8279,8279,34679,647,35868,Home,Self-employed,14,Good,26,280920,2,Low,,,,
8280,8280,119937,699,48117,Personal,Unemployed,6,Good,51,291860,1,Low,,,,
8281,8281,91439,676,17383,Business,Self-employed,2,Fair,25,80409,4,Medium,,,,
8282,8282,96000,772,13773,Home,Self-employed,7,Excellent,30,38112,2,High,,,,
8283,8283,78581,721,40790,Personal,Employed,13,Excellent,17,188680,2,Low,,,,
8284,8284,83130,699,27450,Home,Employed,9,Excellent,31,159741,3,Low,,,,
8285,8285,57116,747,19045,Home,Unemployed,8,Excellent,37,109428,2,Low,,,,
8286,8286,83397,775,33318,Auto,Self-employed,16,Fair,18,110401,4,Low,,,,
8287,8287,112641,671,31805,Home,Unemployed,17,Good,24,264974,0,Low,,,,
8288,8288,100853,721,43690,Auto,Self-employed,15,Good,20,186849,2,Low,,,,
8289,8289,72147,685,32153,Auto,Self-employed,12,Good,30,118975,4,Low,,,,
8290,8290,115002,737,8903,Business,Self-employed,7,Poor,27,47859,3,Low,,,,
8291,8291,81775,624,45033,Home,Unemployed,5,Good,52,108206,4,Medium,,,,
8292,8292,35389,748,19991,Home,Employed,10,Excellent,19,84702,0,Low,,,,
8293,8293,45973,699,36573,Home,Employed,10,Poor,50,182681,1,Medium,,,,
8294,8294,69933,763,33647,Auto,Unemployed,16,Poor,53,45836,1,Low,,,,
8295,8295,33746,671,34995,Home,Employed,6,Fair,30,292460,2,Medium,,,,
8296,8296,111291,656,44591,Personal,Unemployed,6,Poor,39,264366,2,High,,,,
8297,8297,108598,759,14350,Business,Employed,1,Poor,37,236433,2,High,,,,
8298,8298,69933,791,13168,Auto,Employed,17,Excellent,55,191029,2,Low,,,,
8299,8299,69933,600,27450,Personal,Employed,14,Poor,20,143368,1,Low,,,,
8300,8300,69574,682,34742,Auto,Unemployed,19,Good,45,159741,1,Low,,,,
8301,8301,90908,654,36300,Auto,Employed,14,Poor,13,59977,0,Medium,,,,
8302,8302,26116,722,20719,Home,Unemployed,5,Good,25,159741,1,Medium,,,,
8303,8303,59952,770,27450,Home,Unemployed,1,Excellent,18,205961,3,Low,,,,
8304,8304,33570,678,9409,Business,Employed,17,Poor,31,281623,2,Medium,,,,
8305,8305,47940,780,27408,Home,Unemployed,3,Fair,29,251133,4,Medium,,,,
8306,8306,69933,769,5895,Personal,Self-employed,16,Good,60,54206,1,High,,,,
8307,8307,105151,766,33842,Business,Self-employed,14,Poor,52,224759,0,Medium,,,,
8308,8308,104358,699,39067,Personal,Employed,4,Poor,12,122571,2,Low,,,,
8309,8309,47482,719,27450,Business,Self-employed,15,Fair,57,297663,2,Low,,,,
8310,8310,115802,641,25028,Auto,Unemployed,3,Fair,55,96075,0,High,,,,
8311,8311,66205,699,22142,Business,Employed,17,Fair,31,268937,2,Low,,,,
8312,8312,42502,738,27450,Home,Employed,16,Good,14,132676,0,Low,,,,
8313,8313,91148,647,12284,Auto,Self-employed,17,Poor,58,73869,4,Medium,,,,
8314,8314,41676,730,9481,Business,Unemployed,8,Fair,47,253049,0,Low,,,,
8315,8315,60363,788,27450,Auto,Employed,8,Fair,26,174115,0,Medium,,,,
8316,8316,70555,721,15905,Business,Employed,14,Poor,10,159741,4,Medium,,,,
8317,8317,104683,634,36962,Business,Self-employed,10,Good,57,197326,3,Medium,,,,
8318,8318,118267,742,10133,Business,Self-employed,16,Good,38,153018,3,High,,,,
8319,8319,65167,747,21978,Personal,Self-employed,3,Good,44,102236,0,Low,,,,
8320,8320,109041,786,42409,Personal,Unemployed,19,Good,17,154766,2,Medium,,,,
8321,8321,25037,635,16593,Business,Employed,17,Excellent,46,279984,0,Low,,,,
8322,8322,30691,634,44656,Auto,Unemployed,3,Poor,33,279006,3,Low,,,,
8323,8323,57525,689,41918,Personal,Employed,18,Fair,10,141507,2,High,,,,
8324,8324,37404,709,27450,Home,Unemployed,11,Poor,50,131444,2,Low,,,,
8325,8325,33601,749,12443,Personal,Employed,2,Poor,41,22645,0,Low,,,,
8326,8326,69933,651,40663,Home,Unemployed,3,Good,17,148075,1,High,,,,
8327,8327,37426,775,43763,Auto,Employed,4,Good,56,59775,0,Low,,,,
8328,8328,62721,631,48001,Personal,Unemployed,5,Excellent,55,291989,4,Low,,,,
8329,8329,69933,756,25118,Business,Self-employed,9,Excellent,25,272239,1,Medium,,,,
8330,8330,69933,717,48484,Business,Self-employed,6,Good,17,295620,4,Low,,,,
8331,8331,69933,621,46379,Personal,Unemployed,7,Fair,49,116969,0,Medium,,,,
8332,8332,55983,631,44318,Personal,Unemployed,19,Excellent,29,141674,4,Low,,,,
8333,8333,30707,666,21315,Home,Self-employed,1,Fair,17,261256,3,Low,,,,
8334,8334,22998,699,16807,Auto,Unemployed,9,Poor,11,65641,3,Medium,,,,
8335,8335,57371,699,37981,Home,Self-employed,9,Excellent,51,159741,2,Low,,,,
8336,8336,57677,648,5580,Home,Employed,0,Poor,50,162346,2,Low,,,,
8337,8337,112564,604,35333,Personal,Unemployed,14,Fair,50,159741,3,Low,,,,
