PersonID,Age,Gender,Education_Level,Marital_Status,Number_of_Dependents,City,State,Country,Marital_Status_Change
9257,36,Male,Bachelor's,Divorced,3,Dustinmouth,DE,Taiwan,1
9258,69,Non-binary,PhD,Widowed,0,Karlastad,MO,Norway,2
9259,27,Female,Bachelor's,Widowed,3,Nelsonstad,DC,Algeria,1
9260,67,Non-binary,High School,Married,2,Lindseyhaven,KY,Ethiopia,2
9261,36,Male,High School,Married,2,Lake Susanstad,PA,British Virgin Islands,1
9262,50,Female,Master's,Widowed,0,Port Holly,UT,Madagascar,1
9263,65,Male,Master's,Widowed,0,Lake George,WI,Nepal,0
9264,31,Female,Master's,Single,0,East Rebeccaberg,PR,Korea,2
9265,45,Male,PhD,Married,4,South Sean,PW,Iraq,2
9266,52,Non-binary,High School,Married,0,Davenportfurt,MS,Croatia,0
9267,63,Male,Master's,Married,2,Teresashire,NM,Croatia,0
9268,24,Female,Bachelor's,Married,0,Kirstenton,NV,Italy,1
9269,32,Female,High School,Married,0,West Nicholas,NM,British Virgin Islands,1
9270,67,Female,Master's,Married,2,Davidside,AZ,Tunisia,1
9271,20,Female,Bachelor's,Widowed,2,North Steven,GU,Bahrain,0
9272,38,Female,Bachelor's,Widowed,2,Hannahland,NM,Svalbard & Jan Mayen Islands,0
9273,58,Non-binary,Bachelor's,Widowed,0,Patrickchester,TN,Marshall Islands,1
9274,26,Male,High School,Divorced,3,Thompsonmouth,IL,Saint Lucia,0
9275,67,Female,Master's,Widowed,4,Lozanoberg,NC,Panama,1
9276,20,Non-binary,PhD,Divorced,4,East Ryantown,OK,Suriname,0
9277,20,Non-binary,High School,Divorced,3,Robertfurt,LA,Jordan,1
9278,52,Non-binary,Master's,Single,4,Hallton,GU,Czech Republic,1
9279,54,Male,PhD,Divorced,2,Sharihaven,GU,Cameroon,2
9280,57,Female,High School,Widowed,1,New Chadborough,MH,Greece,1
9281,60,Male,PhD,Widowed,0,South Chad,NV,Antarctica (the territory South of 60 deg S),2
9282,24,Male,PhD,Divorced,0,Pattersonton,AS,Cape Verde,0
9283,41,Non-binary,Bachelor's,Married,1,Davilaborough,GU,Tuvalu,0
9284,37,Male,Master's,Divorced,2,Port Michaelberg,AZ,Hungary,2
9285,43,Male,Bachelor's,Divorced,1,Shieldston,CA,Saint Lucia,1
9286,53,Female,PhD,Single,0,Lake Dawntown,MD,Cyprus,2
9287,56,Non-binary,High School,Single,2,East Laura,MI,Jersey,1
9288,57,Non-binary,High School,Divorced,2,West Hannah,NJ,Fiji,1
9289,49,Non-binary,Master's,Divorced,3,Lawsonland,WI,Mayotte,0
9290,48,Female,High School,Divorced,2,New Amanda,NJ,Mayotte,1
9291,41,Male,Bachelor's,Married,0,Owensberg,KS,Guatemala,2
9292,21,Male,PhD,Single,3,Lake Michael,SD,Moldova,0
9293,18,Non-binary,Bachelor's,Married,3,Michaelborough,ME,Iraq,2
9294,31,Male,Bachelor's,Widowed,2,West Georgestad,AZ,Maldives,0
9295,47,Female,High School,Divorced,2,North Jasminemouth,LA,Bahamas,2
9296,42,Non-binary,Master's,Divorced,1,North Stephenfort,MI,Korea,1
9297,39,Male,High School,Widowed,2,Ortizstad,WY,Lebanon,2
9298,43,Female,Master's,Married,1,Hannahland,DE,Zambia,0
9299,63,Non-binary,Bachelor's,Single,2,Gonzalesview,AL,Marshall Islands,2
9300,60,Female,Bachelor's,Single,0,Maryshire,AL,Somalia,1
9301,29,Male,Bachelor's,Married,4,Lake Kara,OK,Mongolia,0
9302,29,Female,High School,Widowed,3,New Johnathan,VA,Guatemala,1
9303,44,Male,PhD,Divorced,0,Benitezville,VT,Sweden,2
9304,34,Male,Master's,Single,4,New Blakeland,GA,Belarus,0
9305,52,Non-binary,High School,Divorced,2,Wilsonport,ID,Angola,1
9306,56,Female,PhD,Single,2,West Courtney,NE,Turkey,1
9307,30,Non-binary,PhD,Divorced,2,West Margaretburgh,ND,South Africa,1
9308,42,Male,Master's,Married,4,Brendatown,AK,Tanzania,1
9309,38,Male,PhD,Divorced,0,Bradleyburgh,IA,Spain,0
9310,24,Non-binary,High School,Single,2,Acostashire,KY,Netherlands,2
9311,36,Non-binary,Master's,Single,4,Munozburgh,MN,Chile,1
9312,19,Female,High School,Married,2,Port Kevinmouth,CT,Algeria,0
9313,22,Female,Master's,Single,1,Fisherborough,MT,Sao Tome and Principe,2
9314,52,Female,High School,Single,4,Hamiltonbury,UT,Greece,0
9315,46,Non-binary,Bachelor's,Married,3,Thomasstad,MN,Svalbard & Jan Mayen Islands,1
9316,47,Non-binary,PhD,Widowed,4,North Anthonyhaven,AK,Gabon,1
9317,27,Non-binary,High School,Widowed,2,Bowmanchester,OH,Barbados,0
9318,64,Male,Bachelor's,Married,1,Port Carlos,MH,Holy See (Vatican City State),2
9319,24,Male,Master's,Divorced,0,Osbornehaven,MH,Bosnia and Herzegovina,1
9320,44,Female,Bachelor's,Widowed,2,Brianstad,WV,France,0
9321,37,Non-binary,PhD,Single,2,West Michael,AK,Libyan Arab Jamahiriya,1
9322,32,Male,Master's,Married,4,West Stephen,CO,Tuvalu,1
9323,25,Female,PhD,Widowed,2,Kelliville,RI,Bulgaria,1
9324,51,Non-binary,High School,Married,2,Port Samuelborough,WA,Falkland Islands (Malvinas),1
9325,58,Male,Bachelor's,Widowed,3,North Holly,CA,Bosnia and Herzegovina,2
9326,64,Female,Master's,Divorced,2,Port Taraburgh,CA,Tajikistan,0
9327,61,Male,High School,Divorced,3,South Beth,DC,Fiji,2
9328,39,Female,Bachelor's,Divorced,1,South Adrianland,IN,Italy,1
9329,60,Non-binary,PhD,Single,2,Greenside,MO,Kyrgyz Republic,2
9330,19,Non-binary,Bachelor's,Single,0,Jonathanside,NE,Mexico,0
9331,51,Non-binary,High School,Divorced,0,Garrisonborough,NM,Ireland,1
9332,22,Female,Master's,Widowed,0,South Nathanburgh,AS,Honduras,0
9333,54,Male,Master's,Married,1,Howardfort,MS,Suriname,2
9334,42,Male,High School,Divorced,3,Port Codymouth,WV,Denmark,1
9335,36,Female,High School,Widowed,1,Theresashire,WY,Poland,2
9336,45,Non-binary,Master's,Single,1,East Manuelside,AS,United Kingdom,1
9337,59,Female,Master's,Married,1,Williamsburgh,OR,Sudan,1
9338,61,Male,Master's,Divorced,3,Robertchester,MN,Serbia,2
9339,21,Female,PhD,Married,0,Debrafort,MO,Sri Lanka,2
9340,57,Female,PhD,Single,0,West Beth,NM,Montserrat,0
9341,54,Female,High School,Widowed,2,Bowersbury,KY,Angola,2
9342,56,Non-binary,High School,Married,0,Brandonville,AL,Switzerland,0
9343,67,Male,Master's,Married,0,Kristinashire,WV,Guyana,2
9344,26,Male,Master's,Divorced,4,Bowenhaven,WY,Lithuania,1
9345,34,Male,Bachelor's,Widowed,0,Christopherborough,AS,Singapore,2
9346,22,Male,Master's,Divorced,4,North Richard,SC,Tokelau,1
9347,43,Female,Bachelor's,Married,1,New Lindsayberg,TX,Somalia,1
9348,55,Non-binary,PhD,Married,3,West Daisyside,NE,Portugal,0
9349,25,Male,High School,Widowed,2,Jeanettechester,AL,Lebanon,0
9350,35,Male,High School,Divorced,0,East Brian,MD,Rwanda,1
9351,47,Male,Bachelor's,Single,3,North Tracymouth,AR,Liechtenstein,0
9352,55,Non-binary,Master's,Single,2,South Angelaville,VI,Marshall Islands,1
9353,23,Female,Bachelor's,Married,3,Port Juan,VI,Cook Islands,1
9354,41,Non-binary,Master's,Widowed,4,South Eric,RI,Bulgaria,2
9355,65,Female,Bachelor's,Widowed,2,West Jason,NH,Brunei Darussalam,0
9356,44,Non-binary,PhD,Divorced,1,Port Joseview,RI,Oman,1
9357,18,Non-binary,PhD,Single,2,Richardfort,MS,Malta,0
9358,54,Male,High School,Divorced,1,Greenmouth,NC,Croatia,2
9359,65,Female,PhD,Widowed,4,Hallstad,NH,Ireland,2
9360,24,Male,PhD,Married,4,Hortonview,RI,Cyprus,1
9361,38,Female,Bachelor's,Single,3,Morenofort,AK,Lao People's Democratic Republic,0
9362,68,Non-binary,PhD,Married,2,Dixonview,MI,Andorra,0
9363,63,Female,High School,Divorced,4,North Mark,NE,Malawi,0
9364,37,Female,PhD,Widowed,4,East Jeanettemouth,WY,United States of America,2
9365,63,Male,Master's,Divorced,4,Kristinamouth,SC,Monaco,2
9366,33,Female,PhD,Divorced,4,Port Vincent,ME,Monaco,2
9367,65,Female,PhD,Married,2,New Stacyfort,KY,Vietnam,2
9368,54,Male,PhD,Single,0,Garciaview,MO,Montserrat,1
9369,37,Female,PhD,Single,4,Monroeville,NM,Aruba,2
9370,61,Non-binary,Bachelor's,Widowed,2,Wrightland,WI,Saint Lucia,0
9371,43,Male,High School,Widowed,0,South Dustinton,FM,Georgia,1
9372,64,Non-binary,High School,Married,2,Gonzalezland,ME,Togo,1
9373,48,Non-binary,PhD,Married,2,East Ryanfort,SD,Kyrgyz Republic,2
9374,35,Non-binary,PhD,Married,3,East Jasonberg,RI,Serbia,0
9375,27,Non-binary,Bachelor's,Married,0,North Lindaland,MS,Sierra Leone,0
9376,31,Male,PhD,Single,4,Jamesfurt,NH,Korea,1
9377,41,Non-binary,High School,Married,3,East Anitaview,SD,Saint Vincent and the Grenadines,2
9378,30,Non-binary,PhD,Single,1,Wardland,ND,Yemen,0
9379,59,Non-binary,Bachelor's,Married,2,East Williamborough,PA,Brazil,1
9380,43,Female,Master's,Married,3,Florestown,VA,Norfolk Island,2
9381,59,Non-binary,Master's,Single,4,Suttonville,FL,Philippines,0
9382,60,Female,Master's,Divorced,3,East Jessicafurt,KY,Lesotho,0
9383,30,Non-binary,PhD,Married,2,East Mary,WA,Swaziland,0
9384,28,Male,PhD,Divorced,1,Anthonybury,AS,Sierra Leone,0
9385,33,Male,High School,Single,2,North Sarahborough,MA,Uruguay,2
9386,21,Non-binary,PhD,Married,4,Owensshire,TN,Dominican Republic,0
9387,40,Male,PhD,Divorced,0,North Shane,WI,Sri Lanka,0
9388,19,Male,Master's,Married,3,North Chelsea,DE,Bermuda,0
9389,42,Non-binary,Bachelor's,Married,2,Bauerberg,NM,Benin,1
9390,56,Non-binary,PhD,Widowed,0,Johnsonton,CO,Denmark,0
9391,36,Male,Master's,Married,0,Chanshire,FM,Montenegro,1
9392,53,Female,Master's,Married,1,Melissahaven,KS,Iceland,1
9393,36,Female,PhD,Widowed,0,North Joshuamouth,CO,Nicaragua,2
9394,46,Non-binary,Master's,Married,2,Debbiefurt,MN,British Virgin Islands,0
9395,48,Female,PhD,Widowed,2,Berryshire,UT,Dominican Republic,0
9396,52,Female,PhD,Divorced,1,Collinsfort,UT,Kiribati,1
9397,51,Male,Master's,Widowed,1,West Nicoleport,AR,Austria,2
9398,44,Non-binary,Bachelor's,Divorced,0,Lisahaven,ID,Guatemala,1
9399,35,Female,Bachelor's,Single,3,North Dustinfort,WA,French Southern Territories,2
9400,55,Female,PhD,Widowed,2,Morganchester,TN,Angola,0
9401,48,Female,Bachelor's,Divorced,1,Reginashire,MO,Mauritius,2
9402,68,Non-binary,PhD,Divorced,4,Millerstad,NY,Djibouti,0
9403,39,Female,High School,Married,2,North Caseyton,OR,Timor-Leste,0
9404,24,Female,Master's,Divorced,3,South Sharonberg,ID,Liechtenstein,1
9405,25,Male,High School,Widowed,2,Christopherberg,VA,United States Virgin Islands,2
9406,37,Male,Bachelor's,Married,2,Marioland,CA,Guyana,1
9407,66,Male,Bachelor's,Married,2,West James,GA,Nigeria,2
9408,45,Male,High School,Widowed,2,Hendricksville,NH,British Virgin Islands,0
9409,28,Male,High School,Single,2,Annefort,LA,Romania,1
9410,23,Female,PhD,Single,1,New Ashley,VA,Algeria,1
9411,46,Male,Master's,Married,2,Hallshire,TN,Cameroon,2
9412,44,Male,Bachelor's,Widowed,0,Deleonfurt,NM,Mongolia,0
9413,36,Female,PhD,Single,1,East Wendymouth,NC,Cambodia,0
9414,18,Female,PhD,Divorced,1,New Toddstad,NC,Cocos (Keeling) Islands,1
9415,34,Female,PhD,Single,3,Millermouth,MN,Georgia,1
9416,41,Male,PhD,Married,2,North Haleyville,IN,Norway,0
9417,47,Non-binary,Master's,Widowed,4,South Curtis,AS,Norway,2
9418,18,Non-binary,PhD,Divorced,4,South Kevin,NM,Japan,0
9419,52,Male,Bachelor's,Divorced,2,Port Cynthiatown,KY,Slovakia (Slovak Republic),1
9420,47,Female,Master's,Divorced,1,Davidmouth,SC,British Indian Ocean Territory (Chagos Archipelago),1
9421,42,Female,High School,Widowed,3,New Markbury,WI,Belize,0
9422,44,Non-binary,High School,Married,2,North Ashley,ME,Suriname,0
9423,40,Female,High School,Divorced,2,Johnstonton,ME,Nigeria,2
9424,23,Female,Master's,Divorced,2,Dianehaven,NE,Haiti,2
9425,54,Female,PhD,Single,0,Matthewport,OH,Vanuatu,1
9426,40,Male,PhD,Widowed,2,Christophertown,CA,Italy,1
9427,30,Female,Bachelor's,Married,2,Brittanyburgh,AZ,Aruba,2
9428,45,Female,Master's,Single,4,South Kellyton,AL,Guinea,0
9429,20,Female,High School,Widowed,2,Justinside,NY,Equatorial Guinea,1
9430,33,Non-binary,High School,Widowed,0,Port Jacquelinemouth,MS,South Africa,0
9431,69,Non-binary,High School,Widowed,0,West Kristenborough,ID,Luxembourg,0
9432,60,Male,High School,Widowed,2,Castanedaville,IL,United Kingdom,0
9433,68,Male,PhD,Single,4,New Judyside,AL,Ethiopia,1
9434,22,Female,Master's,Single,3,Townsendville,CO,Holy See (Vatican City State),0
9435,60,Non-binary,PhD,Divorced,0,Heatherhaven,AR,Palau,0
9436,63,Male,Master's,Married,3,Port Tiffany,KS,Angola,2
9437,24,Male,PhD,Divorced,1,Port Jenniferbury,KY,Denmark,0
9438,33,Non-binary,Bachelor's,Single,2,Reyesville,AL,Lithuania,0
9439,39,Non-binary,Master's,Widowed,1,Hollyton,IA,Georgia,1
9440,43,Female,PhD,Divorced,2,New Wanda,GA,Tonga,2
9441,56,Non-binary,Bachelor's,Widowed,3,Lake Tracy,AL,Liechtenstein,2
9442,41,Non-binary,PhD,Single,1,Erikaborough,LA,Bahrain,0
9443,34,Female,High School,Widowed,4,Jamesshire,AK,Slovakia (Slovak Republic),1
9444,24,Female,Bachelor's,Widowed,3,Dawnside,TN,Norway,0
9445,67,Non-binary,Master's,Widowed,4,East Edward,KY,Reunion,0
9446,45,Female,Master's,Divorced,4,North Cathy,PW,Saint Pierre and Miquelon,1
9447,18,Male,PhD,Married,1,Julietown,CO,Colombia,1
9448,56,Female,PhD,Married,1,Solomonberg,NH,Taiwan,0
9449,44,Non-binary,Bachelor's,Widowed,4,Jenniferborough,WA,Niue,2
9450,54,Female,Master's,Married,1,Michelleshire,AR,Bosnia and Herzegovina,0
9451,51,Non-binary,High School,Married,4,Langland,WY,Saudi Arabia,1
9452,57,Male,High School,Married,1,West Shawnland,ND,Ukraine,0
9453,27,Non-binary,High School,Married,1,New Claudiaville,NY,Saint Pierre and Miquelon,1
9454,22,Non-binary,PhD,Single,2,Abigailtown,VT,Georgia,2
9455,49,Male,High School,Widowed,3,Walkerland,VT,Gabon,2
9456,65,Female,Master's,Married,0,West Jeremy,ID,Holy See (Vatican City State),2
9457,31,Non-binary,PhD,Divorced,4,Adrianport,AS,Palestinian Territory,2
9458,67,Male,Master's,Widowed,4,Samuelfurt,SC,Estonia,2
9459,32,Female,High School,Single,0,East Joseph,FM,Armenia,1
9460,22,Female,Bachelor's,Widowed,0,Shawnmouth,WA,Gambia,0
9461,18,Non-binary,High School,Divorced,4,South Stacey,RI,Puerto Rico,0
9462,38,Female,PhD,Widowed,4,Lake Briantown,OH,Holy See (Vatican City State),1
9463,60,Male,Bachelor's,Single,4,East Coryview,IA,Slovakia (Slovak Republic),0
9464,52,Non-binary,Bachelor's,Widowed,2,Kellyside,PA,Romania,0
9465,58,Non-binary,Bachelor's,Married,4,North Loganberg,GU,Tokelau,1
9466,32,Male,Bachelor's,Married,2,Garzachester,MN,Algeria,1
9467,43,Non-binary,Bachelor's,Widowed,0,West Jason,ND,Uruguay,0
9468,46,Non-binary,Master's,Single,4,North Daniel,MT,Benin,2
9469,64,Non-binary,High School,Single,0,Port Brandonfurt,NC,Uruguay,2
9470,19,Non-binary,Bachelor's,Widowed,2,Samuelchester,ME,Martinique,2
9471,40,Female,Master's,Single,2,East Dustin,IN,Uganda,0
9472,20,Female,Master's,Widowed,0,East Debra,UT,French Guiana,0
9473,40,Female,High School,Widowed,0,New Nicolemouth,MS,Latvia,0
9474,54,Male,High School,Married,0,West Catherineshire,KS,Andorra,1
9475,43,Male,Bachelor's,Widowed,4,North Lynn,VI,United States Minor Outlying Islands,0
9476,52,Non-binary,PhD,Divorced,0,Port Angela,AK,Swaziland,0
9477,69,Non-binary,PhD,Divorced,0,Cranetown,PW,Fiji,0
9478,36,Non-binary,High School,Single,3,Brooksmouth,NM,Mongolia,0
9479,67,Male,PhD,Single,1,Dunnhaven,WA,Senegal,1
9480,23,Male,High School,Divorced,2,New Laurastad,ME,Estonia,2
9481,30,Female,Bachelor's,Divorced,2,Jeffreyville,IL,Cyprus,2
9482,26,Female,Bachelor's,Married,0,Port Tyroneville,WV,Iceland,1
9483,69,Male,Master's,Single,4,North Michelle,LA,Gibraltar,1
9484,58,Female,High School,Married,0,West Michellehaven,NM,Taiwan,2
9485,54,Non-binary,High School,Married,3,Matthewfurt,SD,Solomon Islands,1
9486,51,Non-binary,Master's,Single,2,Wareview,VA,Georgia,1
9487,64,Male,PhD,Single,4,West Donnafurt,AK,Mexico,1
9488,61,Non-binary,High School,Married,4,Devintown,NH,Czech Republic,0
9489,57,Female,Master's,Widowed,0,Lake Jennifer,AS,Lebanon,0
9490,21,Male,PhD,Married,0,West Brenda,AR,Netherlands,1
9491,51,Non-binary,High School,Married,2,Navarromouth,AZ,Equatorial Guinea,2
9492,46,Non-binary,High School,Widowed,3,Alejandrofurt,NH,Saint Lucia,1
9493,41,Male,PhD,Single,4,Jonathanborough,AL,Spain,1
9494,37,Male,Master's,Widowed,1,Lake Christinastad,RI,Turkey,1
9495,30,Non-binary,High School,Single,2,West Kristinabury,NH,Portugal,0
9496,49,Male,Bachelor's,Divorced,0,South Ronald,ID,North Macedonia,0
9497,48,Female,Bachelor's,Widowed,0,Richardborough,OK,Mayotte,2
9498,50,Male,Bachelor's,Divorced,4,East Daniel,FL,Jordan,1
9499,69,Female,Bachelor's,Single,2,West Annport,WY,Mexico,2
9500,34,Male,Master's,Married,4,Williamsshire,ND,Lebanon,2
9501,57,Female,PhD,Single,2,Port Teresaview,TN,Syrian Arab Republic,2
9502,61,Male,High School,Married,0,North Deniseville,WA,Latvia,0
9503,29,Non-binary,PhD,Married,0,Davischester,MI,Mexico,0
9504,23,Non-binary,PhD,Single,0,Whiteport,NC,Heard Island and McDonald Islands,1
9505,54,Non-binary,Master's,Single,1,Herreramouth,TX,Bouvet Island (Bouvetoya),0
9506,21,Female,Bachelor's,Married,2,East Karen,CO,Bosnia and Herzegovina,2
9507,53,Non-binary,PhD,Divorced,3,East Timothy,TN,Spain,0
9508,30,Non-binary,PhD,Single,2,Thomasville,MN,France,2
9509,60,Female,PhD,Married,2,New Jilltown,HI,Tunisia,2
9510,64,Male,Bachelor's,Widowed,0,Port Eric,LA,Palau,2
9511,28,Non-binary,PhD,Widowed,2,Stevensonton,NY,Netherlands Antilles,1
9512,69,Female,High School,Married,4,North Sarahmouth,MA,Slovenia,1
9513,41,Female,Master's,Single,2,Tarafort,MT,French Guiana,2
9514,36,Male,High School,Single,0,Isabelchester,PR,French Polynesia,2
9515,64,Female,Bachelor's,Married,2,Port Rhonda,KY,Finland,2
9516,67,Male,Master's,Married,4,New Derrick,VI,Saint Barthelemy,0
9517,61,Female,PhD,Single,1,Lake Christinebury,NJ,Somalia,0
9518,56,Male,High School,Single,4,Stephaniestad,WI,Myanmar,0
9519,19,Male,Bachelor's,Divorced,2,Johnstonmouth,PR,Lesotho,0
9520,54,Male,Bachelor's,Widowed,0,Hendersonville,OH,Namibia,1
9521,37,Male,PhD,Widowed,4,Walkerberg,OK,Fiji,1
9522,65,Non-binary,High School,Single,3,East Joannahaven,TX,Israel,2
9523,66,Male,Master's,Widowed,1,Jessicaborough,ME,Saint Vincent and the Grenadines,2
9524,51,Male,High School,Widowed,1,North Jenniferburgh,PA,Malawi,1
9525,51,Male,PhD,Single,0,Annetteport,VT,Papua New Guinea,1
9526,26,Female,Master's,Married,1,Rayland,PR,Serbia,2
9527,38,Non-binary,PhD,Divorced,0,South Emily,MS,Mexico,2
9528,43,Female,Master's,Married,1,Rachelburgh,MD,Jersey,1
9529,40,Female,Master's,Single,2,Kyleberg,AZ,Gibraltar,2
9530,23,Male,High School,Widowed,3,South Stephanie,SC,Taiwan,2
9531,22,Female,High School,Single,0,North Francisco,CT,Christmas Island,0
9532,49,Non-binary,High School,Single,2,Wilsonstad,PW,Nauru,0
9533,44,Non-binary,High School,Widowed,2,New Nicholasport,PR,Liberia,0
9534,56,Female,Bachelor's,Single,1,Chavezstad,OK,Bahrain,0
9535,27,Male,PhD,Divorced,3,Tracyview,CO,Guinea,1
9536,39,Non-binary,Bachelor's,Single,3,Dorisborough,MP,Greece,0
9537,22,Non-binary,High School,Divorced,3,New Mary,AZ,Chile,2
9538,56,Male,PhD,Single,0,North Deborah,UT,Burkina Faso,0
9539,64,Non-binary,Bachelor's,Married,0,Jasonfurt,SD,Guatemala,1
9540,53,Female,Master's,Widowed,0,North Paulview,VA,Kenya,1
9541,30,Female,Master's,Divorced,2,Haileymouth,IN,Italy,0
9542,68,Male,PhD,Widowed,0,North Marctown,ND,Gambia,1
9543,47,Non-binary,Master's,Widowed,2,New Melissa,WA,Afghanistan,0
9544,29,Male,Master's,Married,3,New Marieburgh,VT,Congo,0
9545,26,Non-binary,Bachelor's,Widowed,4,Port Juliafort,IA,French Southern Territories,1
9546,35,Non-binary,PhD,Married,1,East Allisonberg,MN,Mauritania,2
9547,45,Non-binary,Master's,Single,0,Deleonview,AL,Christmas Island,2
9548,26,Female,Master's,Divorced,0,Normachester,NE,Latvia,0
9549,38,Non-binary,Master's,Married,4,New Kathryn,PW,Netherlands Antilles,0
9550,53,Non-binary,Bachelor's,Married,0,Webbfurt,AK,Samoa,0
9551,33,Male,Master's,Married,4,Christensenport,SC,Austria,1
9552,61,Male,High School,Divorced,0,Watkinsview,AR,Reunion,2
9553,38,Non-binary,PhD,Single,2,South Calvin,MI,Benin,2
9554,32,Female,Bachelor's,Widowed,4,Huffmanmouth,GA,Western Sahara,1
9555,66,Non-binary,Bachelor's,Married,2,Sarahfurt,NJ,Sao Tome and Principe,1
9556,21,Non-binary,High School,Divorced,0,Hollandton,CO,Puerto Rico,0
9557,30,Male,Bachelor's,Widowed,2,Port Mariahfurt,WV,Cameroon,2
9558,39,Non-binary,Master's,Divorced,3,Nielsenton,GA,Papua New Guinea,2
9559,50,Male,Bachelor's,Married,2,Port Kimberly,PW,Egypt,2
9560,54,Male,High School,Divorced,0,Johnsontown,WV,Israel,1
9561,18,Non-binary,High School,Widowed,2,Gravesburgh,NC,Paraguay,1
9562,32,Male,High School,Married,4,Port Laura,MO,Sweden,1
9563,43,Male,Master's,Married,1,South Brianview,PR,Italy,0
9564,18,Male,PhD,Divorced,1,Hortonside,CA,Wallis and Futuna,0
9565,46,Female,Bachelor's,Married,0,North Jamieshire,WV,Turkmenistan,0
9566,61,Female,High School,Single,4,Riddlefurt,IA,Gibraltar,1
9567,34,Male,Master's,Single,2,Amyville,MP,Egypt,0
9568,69,Female,PhD,Married,1,Ryanport,NV,Turkmenistan,2
9569,35,Non-binary,Bachelor's,Single,0,North Regina,MN,Cook Islands,1
9570,69,Female,PhD,Widowed,2,East Michaelshire,ID,Sudan,2
9571,62,Female,PhD,Divorced,0,West Stephanie,KY,Guinea,0
9572,32,Male,Master's,Divorced,2,Sarahmouth,TN,Western Sahara,2
9573,58,Female,Bachelor's,Divorced,4,West Vanessa,NH,Wallis and Futuna,1
9574,69,Female,High School,Single,3,North Paula,IA,Antarctica (the territory South of 60 deg S),2
9575,48,Female,PhD,Married,4,North Paulberg,NH,Kyrgyz Republic,2
9576,63,Female,PhD,Divorced,3,Tammyshire,GA,Austria,0
9577,24,Female,PhD,Married,4,Tommyville,VT,Morocco,1
9578,58,Female,Bachelor's,Single,1,Johnsonland,AR,Gibraltar,0
9579,32,Female,Bachelor's,Single,3,Thomasmouth,FL,Rwanda,0
9580,44,Male,High School,Divorced,3,Allenchester,FL,China,2
9581,54,Non-binary,PhD,Married,3,Buchananborough,VA,Gambia,1
9582,19,Non-binary,Bachelor's,Single,0,South Helen,LA,Senegal,1
9583,32,Female,Bachelor's,Married,1,Lake Margaretstad,NC,Canada,1
9584,51,Female,PhD,Widowed,3,South Kellychester,MI,Equatorial Guinea,1
9585,45,Male,Bachelor's,Widowed,2,Heatherberg,OR,Madagascar,1
9586,26,Male,Bachelor's,Widowed,2,South Michealside,PR,Comoros,1
9587,34,Female,Bachelor's,Married,1,New Matthewmouth,KY,Papua New Guinea,2
9588,25,Female,Master's,Married,1,Martinfurt,AL,Equatorial Guinea,0
9589,22,Non-binary,Master's,Single,3,West William,PA,Eritrea,1
9590,45,Non-binary,High School,Widowed,2,Coreystad,DC,Zambia,2
9591,25,Female,High School,Divorced,3,North Matthew,IL,Tokelau,1
9592,43,Male,High School,Single,2,Lake Lisaton,KS,Malta,2
9593,62,Non-binary,High School,Single,1,West Jeffreyview,IL,Saint Barthelemy,1
9594,40,Male,PhD,Divorced,2,Lewishaven,PA,Bahamas,0
9595,30,Non-binary,High School,Widowed,1,Melodyshire,CT,Maldives,0
9596,61,Non-binary,Bachelor's,Single,2,East Tara,GU,Guyana,1
9597,41,Female,Master's,Widowed,2,Lake Katherine,NV,Guatemala,0
9598,28,Male,PhD,Divorced,1,Walkerbury,KY,Ecuador,2
9599,44,Male,High School,Divorced,0,Fowlerhaven,VA,Luxembourg,1
9600,38,Non-binary,Bachelor's,Widowed,4,Haaston,KY,Sierra Leone,2
9601,52,Female,Bachelor's,Widowed,3,Cruzburgh,MP,Northern Mariana Islands,1
9602,24,Female,High School,Divorced,2,Laurenton,CT,Rwanda,1
9603,36,Non-binary,PhD,Divorced,4,Port Brenda,NE,Korea,2
9604,67,Male,Master's,Divorced,3,Desireetown,VI,Indonesia,0
9605,39,Male,Master's,Single,2,Jeffland,MI,Finland,0
9606,23,Male,High School,Divorced,1,Bellland,IL,San Marino,1
9607,21,Female,Bachelor's,Divorced,1,Wattsborough,AS,Sao Tome and Principe,2
9608,19,Male,PhD,Single,2,West Christina,IL,Colombia,2
9609,61,Male,Bachelor's,Divorced,3,Robertside,VT,Tokelau,1
9610,61,Male,Master's,Divorced,4,Crawfordview,SC,El Salvador,2
9611,48,Male,High School,Widowed,2,Smithport,AK,Cape Verde,0
9612,31,Female,Bachelor's,Widowed,4,South Daniel,MH,Philippines,2
9613,54,Male,PhD,Married,3,Davidchester,AR,Iceland,0
9614,33,Female,High School,Divorced,1,Madisonmouth,PW,San Marino,2
9615,34,Male,PhD,Widowed,1,Stuartmouth,GU,United States Virgin Islands,1
9616,36,Female,High School,Single,1,Stricklandbury,MS,Madagascar,0
9617,20,Female,High School,Widowed,1,West Kevintown,AZ,Guatemala,2
9618,53,Male,Master's,Single,1,Lisaland,MA,Tonga,0
9619,28,Female,Master's,Married,0,New Davidport,FM,Saint Kitts and Nevis,2
9620,48,Male,PhD,Divorced,2,New Edward,ME,Puerto Rico,0
9621,54,Female,PhD,Widowed,1,Sandraport,VI,Iceland,2
9622,47,Male,High School,Widowed,2,South Brendafort,GA,Cameroon,2
9623,36,Female,PhD,Divorced,3,Gloverville,IN,United States Minor Outlying Islands,1
